,CYCLOMATIC_DENSITY,DECISION_DENSITY,DESIGN_DENSITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
1342,0.08,0.0,1.0,0.0,45.11,4.94,1101.41,0.07,0.2,61.19,222.91,1.0,0.02,63.64,False
1343,0.18,3.0,0.67,1.0,34.91,12.87,5781.77,0.15,0.08,321.21,449.26,1.0,0.06,63.89,True
1344,0.63,2.33,0.8,0.75,7.35,21.12,3281.21,0.05,0.05,182.29,155.32,0.8,0.45,0.0,False
1345,0.33,3.0,0.5,0.0,16.12,7.5,906.96,0.04,0.13,50.39,120.93,0.5,0.09,61.54,False
1346,0.26,2.0,1.0,0.0,42.5,16.14,11090.08,0.23,0.06,616.12,686.53,0.2,0.24,0.0,False
1347,0.1,2.0,0.6,0.0,106.51,20.0,42604.83,0.71,0.05,2366.93,2130.24,0.2,0.05,46.24,True
1348,0.3,2.43,0.67,0.25,67.59,11.15,8408.78,0.25,0.09,467.15,753.89,0.33,0.1,58.46,True
1349,0.38,2.0,0.67,1.0,10.76,14.86,2375.83,0.05,0.07,131.99,159.91,1.0,0.3,0.0,False
1350,0.25,2.67,0.67,0.8,34.84,19.8,13657.11,0.23,0.05,758.73,689.75,0.83,0.14,20.0,False
1351,0.23,2.0,0.67,0.0,48.39,35.46,60838.51,0.57,0.03,3379.92,1715.83,0.11,0.13,34.0,False
1352,0.26,2.0,0.47,0.0,79.48,89.75,640223.79,2.38,0.01,35567.99,7133.16,0.03,0.16,40.0,False
1353,0.18,2.5,0.71,0.5,73.73,12.57,11641.4,0.31,0.08,646.74,926.48,0.57,0.11,22.5,False
1354,0.4,3.0,1.0,0.0,11.91,5.25,328.18,0.02,0.19,18.23,62.51,0.5,0.33,0.0,False
1355,0.17,0.0,1.0,0.0,17.79,2.92,151.35,0.02,0.34,8.41,51.89,1.0,0.13,0.0,False
1356,0.3,2.0,0.33,0.0,13.12,10.83,1539.78,0.05,0.09,85.54,142.13,0.33,0.23,0.0,False
1357,0.14,0.0,1.0,0.0,12.37,6.0,445.39,0.02,0.17,24.74,74.23,1.0,0.1,0.0,False
1358,0.25,2.25,0.67,0.6,29.2,19.5,11102.33,0.19,0.05,616.8,569.35,0.67,0.19,11.11,False
1359,0.16,2.14,0.29,0.56,74.12,38.38,109170.24,0.95,0.03,6065.01,2844.56,0.59,0.07,44.3,False
1360,0.32,2.67,1.0,0.8,28.88,30.38,26642.14,0.29,0.03,1480.12,877.11,0.83,0.14,17.39,True
1361,0.18,2.0,1.0,0.0,31.9,6.9,1518.54,0.07,0.14,84.36,220.08,0.5,0.11,9.09,True
1362,0.33,2.0,0.5,0.0,19.23,4.89,459.61,0.03,0.2,25.53,94.01,0.5,0.29,0.0,False
1363,0.4,2.0,1.0,0.0,10.99,6.4,449.97,0.02,0.16,25.0,70.31,0.5,0.29,0.0,False
1364,0.41,2.0,1.0,0.93,93.04,18.79,32840.16,0.58,0.05,1824.45,1747.94,0.93,0.23,0.0,False
1365,0.5,0.0,1.0,0.0,12.18,3.0,109.62,0.01,0.33,6.09,36.54,1.0,0.2,0.0,False
1366,0.3,2.0,0.33,1.0,9.26,12.1,1355.2,0.04,0.08,75.29,112.0,1.0,0.25,0.0,False
1367,0.14,0.0,1.0,0.0,62.39,5.21,1693.79,0.11,0.19,94.1,325.07,1.0,0.08,0.0,False
1368,0.5,2.0,1.0,0.0,23.69,4.5,479.73,0.04,0.22,26.65,106.61,0.25,0.2,61.54,False
1369,0.38,2.0,0.67,1.0,11.85,10.21,1236.07,0.04,0.1,68.67,121.01,1.0,0.3,0.0,False
1370,0.33,2.33,0.4,0.5,22.72,18.75,7988.64,0.14,0.05,443.81,426.06,0.6,0.13,52.0,False
1371,0.2,3.0,0.33,0.0,28.04,10.32,2988.73,0.1,0.1,166.04,289.51,0.33,0.07,55.88,False
1372,0.28,2.23,0.24,0.44,81.83,29.21,69838.03,0.8,0.03,3879.89,2390.64,0.47,0.2,25.0,False
1373,0.57,2.0,0.25,1.0,14.12,9.63,1308.36,0.05,0.1,72.69,135.93,1.0,0.44,0.0,False
1374,0.07,0.0,1.0,0.0,39.95,35.53,50426.13,0.47,0.03,2801.45,1419.4,1.0,0.06,0.0,False
1375,0.29,2.0,0.25,0.0,21.83,21.53,10120.67,0.16,0.05,562.26,470.0,0.25,0.24,0.0,False
1376,0.2,2.0,1.0,0.0,24.89,7.0,1219.6,0.06,0.14,67.76,174.23,0.5,0.1,18.18,False
1377,0.2,0.0,1.0,0.0,19.37,2.5,121.08,0.02,0.4,6.73,48.43,1.0,0.05,66.67,False
1378,0.23,2.0,1.0,1.0,18.24,12.73,2955.18,0.08,0.08,164.18,232.19,1.0,0.2,0.0,False
1379,0.17,0.0,1.0,0.0,13.38,12.86,2211.43,0.06,0.08,122.86,172.0,1.0,0.09,0.0,False
1380,0.21,2.25,0.38,0.13,90.21,25.16,57086.39,0.76,0.04,3171.47,2269.27,0.19,0.11,25.51,False
1381,0.43,2.0,1.0,0.0,15.57,12.6,2472.31,0.07,0.08,137.35,196.21,0.33,0.38,0.0,False
1382,0.21,2.5,0.83,0.0,38.67,25.92,25983.73,0.33,0.04,1443.54,1002.39,0.17,0.15,15.15,False
1383,0.16,2.0,0.41,0.0,106.48,59.27,374043.26,2.1,0.02,20780.18,6311.02,0.04,0.11,36.13,True
1384,0.29,2.0,0.5,0.0,8.4,7.0,411.67,0.02,0.14,22.87,58.81,0.5,0.18,0.0,False
1385,0.31,2.0,0.75,0.0,14.24,12.75,2314.39,0.06,0.08,128.58,181.52,0.25,0.25,0.0,False
1386,0.29,2.0,0.5,0.0,12.06,6.0,434.04,0.02,0.17,24.11,72.34,0.5,0.17,14.29,False
1387,0.17,0.0,1.0,0.0,27.24,2.29,142.33,0.02,0.44,7.91,62.27,1.0,0.14,0.0,False
1388,0.26,0.0,1.0,0.0,25.77,10.18,2670.15,0.09,0.1,148.34,262.33,0.2,0.25,0.0,False
1389,0.11,0.0,1.0,0.0,18.33,9.0,1484.99,0.05,0.11,82.5,165.0,1.0,0.03,50.0,False
1390,0.45,2.0,0.04,0.0,47.04,115.43,626797.86,1.81,0.01,34822.1,5430.06,0.02,0.44,2.83,False
1391,0.5,0.0,1.0,0.0,9.0,3.33,100.0,0.01,0.3,5.56,30.0,1.0,0.2,0.0,False
1392,0.43,2.0,0.33,0.6,16.12,22.73,8332.05,0.12,0.04,462.89,366.61,0.67,0.35,6.67,False
1393,0.26,2.0,1.0,0.83,36.01,13.42,6486.52,0.16,0.07,360.36,483.31,0.86,0.23,18.52,False
1394,0.1,0.0,1.0,0.0,13.9,10.0,1389.74,0.05,0.1,77.21,138.97,1.0,0.08,0.0,False
1395,0.33,2.0,0.67,0.0,23.64,9.31,2048.42,0.07,0.11,113.8,220.08,0.33,0.21,0.0,False
1396,0.29,2.08,0.13,0.5,16.05,54.0,46843.61,0.29,0.02,2602.42,867.47,0.53,0.23,11.11,False
1397,0.31,2.0,1.0,0.0,26.73,8.46,1913.81,0.08,0.12,106.32,226.18,0.25,0.25,7.69,False
1398,0.3,2.0,0.57,0.5,29.43,18.57,10146.96,0.18,0.05,563.72,546.47,0.57,0.26,0.0,False
1399,0.33,0.0,1.0,0.0,12.68,2.5,79.25,0.01,0.4,4.4,31.7,1.0,0.14,0.0,False
1400,0.36,4.0,0.25,0.0,25.88,10.71,2971.35,0.09,0.09,165.07,277.33,0.25,0.25,0.0,True
1401,0.33,2.0,1.0,0.0,9.88,5.25,272.43,0.02,0.19,15.14,51.89,0.5,0.22,0.0,False
1402,0.15,3.33,0.5,0.0,77.75,20.89,33939.63,0.54,0.05,1885.54,1624.46,0.13,0.06,58.65,False
1403,0.23,2.58,0.42,0.73,96.71,39.62,151799.12,1.28,0.03,8433.28,3831.47,0.74,0.14,33.33,False
1404,0.25,2.0,0.33,0.0,36.25,6.35,1463.22,0.08,0.16,81.29,230.32,0.33,0.23,0.0,False
1405,0.41,2.0,0.43,0.0,12.97,39.75,20489.85,0.17,0.03,1138.33,515.47,0.14,0.35,5.56,False
1406,0.14,0.0,1.0,0.0,17.41,3.5,213.21,0.02,0.29,11.85,60.92,1.0,0.13,0.0,False
1407,0.2,0.0,1.0,0.0,12.68,2.5,79.25,0.01,0.4,4.4,31.7,1.0,0.17,0.0,False
1408,0.5,0.0,1.0,0.0,12.18,3.0,109.62,0.01,0.33,6.09,36.54,1.0,0.2,0.0,False
1409,0.2,0.0,1.0,0.0,15.0,2.0,60.0,0.01,0.5,3.33,30.0,1.0,0.14,0.0,False
1410,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1411,0.13,2.0,0.67,0.0,48.79,19.21,18005.58,0.31,0.05,1000.31,937.28,0.33,0.08,34.48,False
1412,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1413,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.25,0.0,False
1414,0.06,2.0,0.33,0.0,102.96,17.5,31530.62,0.6,0.06,1751.7,1801.75,0.33,0.04,7.55,True
1415,0.33,0.0,1.0,0.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.13,25.0,False
1416,0.08,0.0,1.0,0.0,49.6,8.48,3566.35,0.14,0.12,198.13,420.6,1.0,0.07,0.0,False
1417,0.11,0.0,1.0,0.0,12.67,16.71,3539.66,0.07,0.06,196.65,211.77,1.0,0.09,0.0,False
1418,0.13,2.09,0.69,0.25,107.69,33.74,122594.69,1.21,0.03,6810.82,3633.47,0.31,0.09,21.49,False
1419,0.15,0.0,1.0,0.0,27.06,11.72,3715.65,0.11,0.09,206.42,317.07,0.33,0.09,13.64,False
1420,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1421,0.25,0.0,1.0,0.0,8.98,2.5,56.15,0.01,0.4,3.12,22.46,1.0,0.2,0.0,False
1422,0.17,0.0,1.0,0.0,34.95,5.83,1189.42,0.07,0.17,66.08,203.9,1.0,0.09,50.0,False
1423,0.24,2.0,1.0,0.0,58.69,11.32,7525.74,0.22,0.09,418.1,664.61,0.17,0.12,48.65,False
1424,0.3,2.0,0.33,0.0,20.0,6.0,720.0,0.04,0.17,40.0,120.0,0.33,0.25,0.0,False
1425,0.2,2.0,1.0,0.0,38.09,6.5,1609.32,0.08,0.15,89.41,247.59,0.5,0.17,0.0,False
1426,0.14,2.0,0.8,0.0,90.58,12.32,13749.12,0.37,0.08,763.84,1116.0,0.2,0.06,41.51,True
1427,0.33,2.0,0.25,0.0,14.41,15.0,3241.45,0.07,0.07,180.08,216.1,0.25,0.27,0.0,False
1428,0.33,3.2,0.36,0.62,39.75,37.71,56535.7,0.5,0.03,3140.87,1499.05,0.64,0.3,11.63,True
1429,1.0,0.0,1.0,0.0,5.8,2.0,23.22,0.0,0.5,1.29,11.61,1.0,1.0,0.0,False
1430,0.32,2.25,0.33,0.4,17.53,23.33,9541.89,0.14,0.04,530.11,408.94,0.5,0.25,0.0,False
1431,0.22,2.0,0.63,0.0,48.97,21.05,21705.36,0.34,0.05,1205.85,1031.0,0.13,0.11,27.45,True
1432,0.31,2.11,0.57,0.38,57.83,26.49,40578.75,0.51,0.04,2254.37,1531.82,0.43,0.3,0.0,False
1433,0.16,0.0,1.0,0.0,48.01,47.92,110234.42,0.77,0.02,6124.13,2300.54,0.07,0.13,1.1,True
1434,0.38,2.0,0.69,0.42,68.44,31.61,68400.43,0.72,0.03,3800.02,2163.64,0.46,0.31,0.0,False
1435,0.33,2.0,0.5,0.0,22.54,6.14,848.67,0.05,0.16,47.15,138.3,0.5,0.06,71.43,False
1436,0.21,2.0,1.0,0.0,20.9,18.5,7152.97,0.13,0.05,397.39,386.65,0.25,0.11,19.05,False
1437,0.13,2.0,1.0,0.0,29.69,7.44,1642.27,0.07,0.13,91.24,220.81,0.5,0.1,12.5,False
1438,0.25,0.0,1.0,0.0,11.63,2.0,46.53,0.01,0.5,2.58,23.26,1.0,0.2,0.0,False
1439,0.21,2.4,0.75,0.57,59.63,25.26,38050.55,0.5,0.04,2113.92,1506.27,0.63,0.14,13.64,False
1440,0.16,2.13,0.8,0.0,68.68,23.83,39014.14,0.55,0.04,2167.45,1636.96,0.1,0.06,59.85,True
1441,0.25,0.0,1.0,0.0,12.95,4.0,207.22,0.02,0.25,11.51,51.81,1.0,0.2,0.0,False
1442,0.4,4.0,0.25,0.0,22.22,11.0,2688.65,0.08,0.09,149.37,244.42,0.25,0.27,0.0,True
1443,0.5,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.2,0.0,False
1444,0.17,0.0,1.0,0.0,8.51,8.0,544.91,0.02,0.13,30.27,68.11,1.0,0.14,0.0,False
1445,0.2,2.0,0.5,0.0,26.09,6.67,1159.45,0.06,0.15,64.41,173.92,0.5,0.1,28.57,False
1446,0.07,2.0,0.33,0.0,99.6,16.93,28538.58,0.56,0.06,1585.48,1685.95,0.33,0.05,14.81,False
1447,0.44,2.0,0.25,1.0,7.44,13.5,1355.12,0.03,0.07,75.28,100.38,1.0,0.33,0.0,False
1448,0.14,2.0,0.5,0.0,32.27,25.33,20709.67,0.27,0.04,1150.54,817.49,0.25,0.07,30.56,False
1449,0.11,0.0,1.0,0.0,8.77,10.13,899.21,0.03,0.1,49.96,88.81,1.0,0.09,0.0,False
1450,0.33,2.0,0.5,0.0,11.53,11.25,1458.65,0.04,0.09,81.04,129.66,0.5,0.18,0.0,False
1451,0.25,2.0,0.33,1.0,18.86,7.33,1014.21,0.05,0.14,56.35,138.3,1.0,0.14,25.0,False
1452,0.43,2.0,0.33,0.0,14.73,8.94,1176.94,0.04,0.11,65.39,131.69,0.33,0.33,0.0,False
1453,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
1454,0.5,2.0,1.0,0.0,12.18,3.0,109.62,0.01,0.33,6.09,36.54,0.5,0.14,57.14,False
1455,0.21,2.13,0.1,0.78,31.42,46.06,66661.35,0.48,0.02,3703.41,1447.13,0.8,0.2,35.42,False
1456,0.21,2.0,1.0,0.57,38.0,20.84,16509.21,0.26,0.05,917.18,792.05,0.63,0.19,5.13,False
1457,0.05,0.0,1.0,0.0,101.21,5.08,2608.69,0.17,0.2,144.93,513.83,1.0,0.04,0.0,False
1458,0.33,2.0,1.0,0.0,23.63,6.0,850.66,0.05,0.17,47.26,141.78,0.5,0.18,0.0,False
1459,0.29,2.33,0.8,1.0,25.03,8.36,1748.44,0.07,0.12,97.14,209.22,1.0,0.23,15.0,False
1460,0.19,2.0,1.0,1.0,27.81,6.68,1240.57,0.06,0.15,68.92,185.75,1.0,0.15,5.88,False
1461,0.41,2.33,0.29,0.67,30.54,11.43,3988.95,0.12,0.09,221.61,349.03,0.71,0.39,17.65,False
1462,0.19,2.25,0.5,0.31,62.32,19.01,22519.97,0.39,0.05,1251.11,1184.63,0.36,0.13,26.14,False
1463,0.13,0.0,1.0,0.0,19.93,8.0,1275.29,0.05,0.13,70.85,159.41,1.0,0.09,0.0,False
1464,0.1,0.0,1.0,0.0,34.26,3.82,499.41,0.04,0.26,27.75,130.8,1.0,0.07,0.0,False
1465,0.1,2.0,1.0,0.0,59.96,20.2,24477.25,0.4,0.05,1359.85,1211.5,0.2,0.08,7.69,False
1466,0.32,2.09,0.62,0.84,80.57,35.41,101041.69,0.95,0.03,5613.43,2853.26,0.85,0.3,0.0,False
1467,0.13,0.0,1.0,0.0,17.77,4.5,359.8,0.03,0.22,19.99,79.95,1.0,0.09,0.0,False
1468,0.54,2.5,1.0,0.5,14.04,29.36,12103.07,0.14,0.03,672.39,412.18,0.57,0.44,0.0,False
1469,0.17,0.0,1.0,0.0,14.8,3.5,181.32,0.02,0.29,10.07,51.81,1.0,0.13,0.0,False
1470,0.29,2.0,1.0,0.0,27.19,11.08,3336.31,0.1,0.09,185.35,301.19,0.5,0.22,14.29,False
1471,0.29,2.0,1.0,0.0,15.23,5.0,380.74,0.03,0.2,21.15,76.15,0.5,0.18,22.22,False
1472,0.3,2.67,0.33,0.8,25.18,18.0,8158.0,0.15,0.06,453.22,453.22,0.83,0.14,30.77,False
1473,0.13,2.0,1.0,0.0,59.75,7.4,3272.06,0.15,0.14,181.78,442.17,0.33,0.05,52.63,False
1474,0.27,2.0,1.0,0.0,29.18,7.86,1801.24,0.08,0.13,100.07,229.25,0.25,0.1,50.0,True
1475,0.15,2.5,0.76,0.25,118.43,23.9,67644.11,0.94,0.04,3758.01,2830.42,0.29,0.12,3.45,False
1476,0.5,2.0,1.0,0.0,8.57,5.25,236.11,0.01,0.19,13.12,44.97,0.5,0.4,0.0,False
1477,0.4,2.5,0.5,0.0,16.12,14.3,3299.03,0.08,0.07,183.28,230.7,0.25,0.31,0.0,False
1478,0.25,2.0,0.33,1.0,10.7,13.75,2023.29,0.05,0.07,112.41,147.15,1.0,0.21,0.0,False
1479,0.29,2.0,1.0,0.0,18.2,6.87,860.05,0.04,0.15,47.78,125.1,0.5,0.07,73.91,False
1480,0.22,2.0,0.5,0.0,14.1,9.64,1311.43,0.05,0.1,72.86,136.0,0.5,0.18,11.11,False
1481,0.33,0.0,1.0,0.0,10.57,3.0,95.1,0.01,0.33,5.28,31.7,1.0,0.2,83.33,False
1482,0.17,0.0,1.0,0.0,20.76,4.0,332.19,0.03,0.25,18.46,83.05,1.0,0.13,0.0,False
1483,0.17,0.0,1.0,0.0,22.59,2.86,184.37,0.02,0.35,10.24,64.53,1.0,0.14,0.0,False
1484,0.1,0.0,1.0,0.0,17.35,46.29,37167.22,0.27,0.02,2064.85,803.0,1.0,0.08,0.0,False
1485,0.32,2.58,0.2,0.63,69.45,23.14,37185.01,0.54,0.04,2065.83,1607.04,0.65,0.17,32.58,False
1486,0.08,0.0,1.0,0.0,38.28,13.2,6670.33,0.17,0.08,370.57,505.33,1.0,0.04,18.75,False
1487,0.2,0.0,1.0,0.0,10.99,3.75,154.53,0.01,0.27,8.59,41.21,1.0,0.14,16.67,False
1488,0.21,2.25,0.83,0.6,43.34,14.66,9309.11,0.21,0.07,517.16,635.21,0.67,0.11,36.11,True
1489,0.13,2.11,0.73,0.3,132.29,22.53,67179.31,0.99,0.04,3732.18,2981.13,0.36,0.07,31.78,True
1490,0.1,0.0,1.0,0.0,28.4,5.73,931.41,0.05,0.17,51.74,162.63,1.0,0.04,47.37,False
1491,0.15,2.0,0.67,0.0,37.06,22.6,18935.91,0.28,0.04,1052.0,837.74,0.33,0.07,43.33,False
1492,0.04,2.4,0.13,0.0,175.59,53.22,497406.05,3.12,0.02,27633.67,9345.67,0.13,0.03,20.83,False
1493,0.14,2.0,1.0,0.0,36.37,18.27,12140.16,0.22,0.05,674.45,664.51,0.2,0.06,48.15,False
1494,0.1,2.0,1.0,0.0,72.48,20.68,31004.8,0.5,0.05,1722.49,1499.05,0.2,0.06,34.67,True
1495,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1496,0.54,2.0,0.12,0.0,189.65,36.5,252667.13,2.31,0.03,14037.06,6922.39,0.04,0.43,14.29,True
1497,0.05,0.0,1.0,0.0,33.4,40.0,53444.94,0.45,0.03,2969.16,1336.12,1.0,0.03,22.22,False
1498,0.31,2.0,0.75,0.0,40.37,13.0,6822.31,0.17,0.08,379.02,524.79,0.25,0.18,29.41,False
1499,0.17,0.0,1.0,0.0,27.66,5.0,691.51,0.05,0.2,38.42,138.3,1.0,0.14,0.0,False
1500,0.09,0.0,1.0,0.0,92.81,5.95,3285.6,0.18,0.17,182.53,552.2,1.0,0.05,0.0,True
1501,0.14,0.0,1.0,0.0,21.4,6.75,974.9,0.05,0.15,54.16,144.43,1.0,0.07,12.5,False
1502,0.11,2.0,0.5,0.0,58.95,6.3,2339.72,0.12,0.16,129.97,371.38,0.5,0.07,10.53,True
1503,0.29,2.0,0.5,0.0,8.26,12.1,1210.0,0.03,0.08,67.22,100.0,0.5,0.22,0.0,False
1504,0.83,2.8,0.9,0.0,17.25,32.88,18654.39,0.19,0.03,1036.34,567.27,0.1,0.59,0.0,False
1505,0.14,0.0,1.0,0.0,22.99,4.44,454.16,0.03,0.23,25.23,102.19,1.0,0.06,30.0,False
1506,0.13,2.0,1.0,0.0,16.95,16.5,4614.93,0.09,0.06,256.39,279.69,0.5,0.12,0.0,False
1507,0.09,0.0,1.0,0.0,38.75,8.1,2545.38,0.1,0.12,141.41,314.04,1.0,0.06,8.33,False
1508,0.27,2.67,0.5,1.0,36.66,13.45,6637.2,0.16,0.07,368.73,493.31,1.0,0.13,37.93,True
1509,0.24,2.5,0.5,0.0,21.98,12.6,3489.0,0.09,0.08,193.83,276.9,0.25,0.15,20.0,False
1510,0.09,2.0,1.0,0.0,55.64,8.27,3804.87,0.15,0.12,211.38,460.12,0.5,0.06,25.0,False
1511,0.64,2.3,0.07,0.62,15.66,31.95,15993.34,0.17,0.03,888.52,500.5,0.64,0.45,19.23,False
1512,0.18,2.0,0.33,0.0,21.5,7.15,1099.18,0.05,0.14,61.07,153.73,0.33,0.16,0.0,False
1513,0.38,2.43,0.27,0.4,26.43,34.72,31867.04,0.31,0.03,1770.39,917.77,0.45,0.31,3.33,False
1514,0.25,2.0,0.5,0.0,23.66,7.92,1482.76,0.06,0.13,82.38,187.3,0.5,0.22,0.0,False
1515,0.26,2.0,0.08,0.45,29.35,33.5,32937.0,0.33,0.03,1829.83,983.19,0.5,0.25,10.87,False
1516,0.14,0.0,1.0,0.0,15.07,15.19,3476.39,0.08,0.07,193.13,228.9,1.0,0.08,0.0,False
1517,0.39,2.2,0.43,0.0,42.41,15.45,10128.75,0.22,0.06,562.71,655.39,0.14,0.21,30.43,False
1518,0.14,0.0,1.0,0.0,24.59,4.05,405.89,0.03,0.25,22.55,99.91,1.0,0.05,50.0,False
1519,0.52,2.07,0.59,0.56,90.42,13.0,15281.13,0.39,0.08,848.95,1175.47,0.59,0.44,0.0,False
1520,0.33,0.0,1.0,0.0,12.06,1.5,27.14,0.01,0.67,1.51,18.09,1.0,0.25,0.0,False
1521,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1522,0.25,0.0,1.0,0.0,15.36,3.5,188.21,0.02,0.29,10.46,53.77,1.0,0.2,0.0,False
1523,0.3,3.0,0.44,0.25,30.24,13.18,5250.92,0.13,0.08,291.72,398.51,0.33,0.14,12.12,False
1524,0.11,0.0,1.0,0.0,5.29,21.67,2485.46,0.04,0.05,138.08,114.71,1.0,0.08,0.0,False
1525,0.3,3.0,0.67,1.0,22.75,11.0,2752.77,0.08,0.09,152.93,250.25,1.0,0.25,0.0,False
1526,0.48,4.25,0.07,1.0,46.65,17.11,13659.38,0.27,0.06,758.85,798.28,1.0,0.25,30.56,False
1527,0.23,2.0,0.57,0.0,49.25,15.23,11417.37,0.25,0.07,634.3,749.87,0.14,0.13,45.0,True
1528,0.14,0.0,1.0,0.0,33.21,4.0,531.34,0.04,0.25,29.52,132.83,1.0,0.09,0.0,False
1529,0.2,0.0,1.0,0.0,13.01,15.71,3211.58,0.07,0.06,178.42,204.37,1.0,0.08,37.5,False
1530,0.25,0.0,1.0,0.0,5.8,2.0,23.22,0.0,0.5,1.29,11.61,1.0,0.2,0.0,False
1531,0.08,0.0,1.0,0.0,49.74,5.89,1727.24,0.1,0.17,95.96,293.11,1.0,0.06,18.75,False
1532,0.27,0.0,0.33,0.0,17.95,4.67,390.89,0.03,0.21,21.72,83.76,0.33,0.23,0.0,False
1533,0.26,2.17,0.18,0.0,33.74,23.2,18157.82,0.26,0.04,1008.77,782.66,0.09,0.13,34.48,False
1534,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1535,0.3,2.0,0.67,1.0,14.33,13.6,2651.33,0.06,0.07,147.3,194.95,1.0,0.25,0.0,False
1536,0.46,2.33,0.18,1.0,20.28,39.0,30842.25,0.26,0.03,1713.46,790.83,1.0,0.39,4.0,False
1537,0.29,2.0,0.25,0.67,11.58,21.25,5230.14,0.08,0.05,290.56,246.12,0.75,0.25,0.0,False
1538,0.25,0.0,1.0,0.0,22.0,1.5,49.5,0.01,0.67,2.75,33.0,1.0,0.2,0.0,False
1539,0.15,2.5,0.75,0.0,37.65,18.96,13530.91,0.24,0.05,751.72,713.72,0.25,0.13,0.0,False
1540,0.25,2.0,0.5,0.0,9.86,6.67,438.19,0.02,0.15,24.34,65.73,0.5,0.14,36.36,False
1541,0.07,0.0,1.0,0.0,29.93,9.82,2885.48,0.1,0.1,160.3,293.89,1.0,0.05,0.0,False
1542,0.13,0.0,1.0,0.0,15.41,14.06,3046.44,0.07,0.07,169.25,216.64,1.0,0.08,0.0,False
1543,0.19,2.0,0.5,0.0,34.66,14.24,7026.27,0.16,0.07,390.35,493.48,0.25,0.17,0.0,False
1544,0.37,2.0,0.57,0.0,32.59,13.12,5614.09,0.14,0.08,311.89,427.74,0.14,0.27,0.0,False
1545,0.33,0.0,1.0,0.0,12.68,2.5,79.25,0.01,0.4,4.4,31.7,1.0,0.14,0.0,False
1546,0.25,2.0,0.67,0.0,17.16,15.82,4293.27,0.09,0.06,238.52,271.41,0.33,0.14,28.57,False
1547,0.19,2.0,0.75,0.0,56.43,12.83,9294.08,0.24,0.08,516.34,724.21,0.25,0.1,33.33,False
1548,0.33,0.0,1.0,0.0,7.74,1.5,17.41,0.0,0.67,0.97,11.61,1.0,0.25,0.0,False
1549,0.09,0.0,1.0,0.0,40.95,4.9,983.3,0.07,0.2,54.63,200.67,1.0,0.02,80.77,False
1550,0.29,2.6,0.22,0.25,27.36,29.33,23526.15,0.27,0.03,1307.01,802.26,0.33,0.28,0.0,False
1551,0.17,2.0,0.67,0.0,38.86,14.28,7924.93,0.18,0.07,440.27,554.97,0.33,0.05,61.54,False
1552,0.23,2.0,1.0,0.0,38.43,28.04,30219.56,0.36,0.04,1678.86,1077.71,0.1,0.21,0.0,False
1553,0.17,3.0,1.0,1.0,24.56,18.53,8430.88,0.15,0.05,468.38,455.0,1.0,0.06,50.0,False
1554,0.42,2.0,0.29,0.4,35.67,65.77,154273.13,0.78,0.02,8570.73,2345.67,0.43,0.4,2.0,False
1555,0.5,0.0,1.0,0.0,14.99,3.0,134.92,0.01,0.33,7.5,44.97,1.0,0.2,0.0,False
1556,0.24,2.14,0.78,0.5,58.68,10.09,5972.3,0.2,0.1,331.79,592.01,0.56,0.17,17.78,False
1557,0.47,4.0,0.86,1.0,26.3,11.7,3599.75,0.1,0.09,199.99,307.67,1.0,0.39,6.25,False
1558,0.4,2.0,1.0,0.0,28.99,5.54,889.14,0.05,0.18,49.4,160.54,0.5,0.1,61.54,False
1559,0.33,3.0,1.0,0.0,17.03,14.0,3337.85,0.08,0.07,185.44,238.42,0.33,0.23,0.0,False
1560,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1561,0.36,2.5,0.25,1.0,17.45,11.69,2385.64,0.07,0.09,132.54,204.04,1.0,0.33,0.0,False
1562,0.45,2.0,0.2,1.0,8.77,18.7,3066.8,0.05,0.05,170.38,164.0,1.0,0.38,0.0,False
